brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_gmall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_xentro,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
oxgn,1,8,1,0,0,0,0,6,63,0,0,0,79,5,False,True,OXGN
avocadoria ph,0,12,0,0,0,0,0,2,46,0,17,0,77,4,False,True,AVOCADORIA.PH
master siomai,0,12,2,1,4,4,0,27,20,2,0,5,77,9,False,True,MASTER SIOMAI
mcdonalds,0,11,1,2,1,12,1,7,33,3,4,2,77,11,False,True,MCDONALDS
great image,0,3,1,0,0,4,0,3,62,1,1,0,75,7,False,True,GREAT IMAGE
lay bare waxing salon,0,13,1,1,0,0,0,2,53,0,4,0,74,6,False,True,LAY BARE WAXING SALON
maxs restaurant,0,7,0,0,0,5,0,15,44,2,0,0,73,5,False,True,MAXS RESTAURANT
core pacific money exchange,0,20,3,0,0,7,0,15,0,0,27,0,72,5,False,True,Core Pacific Money Exchange
siomai house,0,12,1,0,0,2,1,23,22,2,4,5,72,9,False,True,SIOMAI HOUSE
bpi,0,26,2,2,3,4,2,26,3,0,3,0,71,9,False,True,BPI
skin station,0,2,1,0,0,5,1,3,57,0,1,0,70,7,False,True,SKIN STATION
world balance,2,15,2,2,1,3,1,36,7,1,0,0,70,10,False,True,World Balance
toms world,0,0,1,0,0,1,0,20,44,1,3,0,70,6,False,True,TOM'S WORLD
tokyo tokyo,0,10,1,1,0,3,1,11,42,0,0,0,69,7,False,True,TOKYO TOKYO
krispy kreme,0,10,1,1,1,2,1,8,45,0,0,0,69,8,False,True,KRISPY KREME
sm store,0,0,0,0,0,0,0,0,69,0,0,0,69,1,False,False,THE SM STORE
power mac center,0,10,1,0,0,2,1,9,45,0,0,0,68,6,False,True,POWER MAC CENTER
cln,2,11,0,0,0,1,1,5,48,0,0,0,68,6,False,True,CLN
bonchon,0,0,2,1,0,0,0,12,45,2,6,0,68,6,False,True,BONCHON
silicon valley,0,8,1,0,1,0,0,15,43,0,0,0,68,5,False,True,SILICON VALLEY
mister donut,0,7,1,0,3,1,1,19,31,0,1,3,67,9,False,True,MISTER DONUT
alberto,1,10,1,1,0,0,1,17,36,0,0,0,67,7,False,True,ALBERTO
auntie annes,0,11,1,2,0,4,2,7,37,0,1,0,65,8,False,True,AUNTIE ANNES
shawarma shack,0,7,1,1,2,3,0,18,31,2,0,0,65,8,False,True,SHAWARMA SHACK
uniqlo,1,6,0,1,0,3,2,7,44,0,0,0,64,7,False,True,UNIQLO
sm cinema,0,0,0,0,0,0,0,0,64,0,0,0,64,1,False,False,SM CINEMA
abenson,1,14,1,1,0,2,0,3,2,0,38,2,64,9,False,True,Abenson
guess,1,12,1,0,1,2,1,13,32,0,0,0,63,8,False,True,GUESS
mr quickie,0,5,1,2,1,5,1,7,30,2,9,0,63,10,False,True,MR QUICKIE
surplus shop,0,0,0,0,0,0,0,0,63,0,0,0,63,1,False,False,SURPLUS SHOP
crocs,1,8,1,0,1,2,2,4,44,0,0,0,63,8,False,True,CROCS
relx,1,10,2,1,0,5,1,1,41,0,0,0,62,8,False,True,RELX
plains & prints,2,8,1,1,0,4,1,9,36,0,0,0,62,8,False,True,PLAINS & PRINTS
sm supermarket,0,0,0,0,0,0,0,0,61,0,0,0,61,1,False,False,SM SUPERMARKET
japan home centre,1,16,1,0,0,3,1,3,3,2,31,0,61,9,False,True,Japan Home Centre
lighters galore,3,13,1,2,0,4,1,19,18,0,0,0,61,8,False,True,LIGHTERS GALORE
smart,0,0,0,0,1,2,0,5,50,0,2,0,60,5,False,True,SMART
western union,0,0,0,2,3,0,0,35,0,0,14,6,60,5,False,True,Western Union
quantum,0,0,0,0,1,1,1,4,53,0,0,0,60,5,False,True,QUANTUM
robinsons supermarket,1,4,1,0,0,5,0,46,0,0,0,2,59,6,False,True,Robinsons Supermarket
waffle time,0,6,2,1,4,2,0,26,16,1,0,1,59,9,False,True,WAFFLE TIME
honor,0,0,1,0,1,0,0,15,38,0,4,0,59,5,False,True,HONOR
pizza hut,0,7,0,1,1,3,0,6,39,1,0,1,59,8,False,True,PIZZA HUT
zen zest,2,11,0,0,1,1,0,6,38,0,0,0,59,6,False,True,ZEN ZEST
nails glow,0,5,0,0,0,3,0,10,19,1,21,0,59,6,False,True,Nails.Glow
sprinto,0,5,0,0,0,3,0,15,35,0,0,0,58,4,False,True,SPRINTO
havaianas,0,7,0,1,0,1,1,13,33,0,2,0,58,7,False,True,HAVAIANAS
globe,0,0,0,1,0,0,0,8,44,0,4,0,57,4,False,True,GLOBE
starbucks,0,19,0,1,0,18,2,17,0,0,0,0,57,5,False,True,Starbucks
mr kimbob,0,2,0,0,0,2,0,7,46,0,0,0,57,4,False,True,MR KIMBOB
handyman,2,0,1,0,4,0,0,27,1,0,21,1,57,7,False,True,Handyman
digital walker,0,19,1,0,0,3,2,9,22,0,0,0,56,6,False,True,DIGITAL WALKER
buko juan,0,5,1,0,0,4,0,9,22,0,15,0,56,6,False,True,BUKO JUAN
kuya j restaurant,0,4,1,0,0,0,0,2,48,0,0,0,55,4,False,True,KUYA J RESTAURANT
audionet,0,10,0,0,0,0,0,11,32,0,2,0,55,4,False,True,AUDIONET
pc express,0,6,1,2,0,1,0,7,38,0,0,0,55,6,False,True,PC EXPRESS
bayo,1,7,1,0,0,1,0,14,30,0,0,0,54,6,False,True,BAYO
daiso japan,1,15,1,0,0,0,0,37,0,0,0,0,54,4,False,True,Daiso Japan
owndays,1,15,1,0,0,5,2,4,26,0,0,0,54,7,False,True,OWNDAYS
mx memoxpress,0,0,0,0,0,0,0,0,52,0,2,0,54,2,False,True,MX MEMOXPRESS
turks,0,17,3,1,2,5,1,23,1,0,1,0,54,9,False,True,Turks
mi,0,0,0,0,0,0,0,1,53,0,0,0,54,2,False,True,MI
keycards,0,6,0,0,0,0,0,4,43,0,0,0,53,3,False,True,KEYCARDS
taters,0,10,1,1,2,0,1,9,29,0,0,0,53,7,False,True,TATERS
macao imperial tea,0,2,0,0,0,2,0,10,39,0,0,0,53,4,False,True,MACAO IMPERIAL TEA
rulls cellphone and accessories,0,0,0,0,0,0,0,0,52,0,0,0,52,1,False,False,RULLS CELLPHONE AND ACCESSORIES
mr diy,1,12,1,0,1,5,3,1,7,0,21,0,52,9,False,True,MR. DIY
bibingkinitan,0,0,0,1,0,1,0,5,44,1,0,0,52,5,False,True,BIBINGKINITAN
ojo eyewear,2,4,1,0,0,3,0,9,33,0,0,0,52,6,False,True,OJO EYEWEAR
prescripto,2,5,1,0,0,1,0,9,32,1,0,0,51,7,False,True,PRESCRIPTO
kenny rogers,0,0,0,0,0,3,1,2,45,0,0,0,51,4,False,True,KENNY ROGERS
sm cinema snackbar,0,0,0,0,0,0,0,0,51,0,0,0,51,1,False,False,SM CINEMA SNACKBAR
dermcare,0,0,0,0,0,1,0,3,43,2,2,0,51,5,False,True,DERMCARE
dunkin donuts,0,16,0,2,3,0,0,23,4,2,0,1,51,7,False,True,Dunkin' Donuts
cafe mary grace,0,11,1,0,0,1,0,0,37,0,0,0,50,4,False,True,CAFE MARY GRACE
skechers,1,12,1,0,1,4,1,15,15,0,0,0,50,8,False,True,SKECHERS
robinsons appliances,1,3,1,0,2,0,0,41,0,0,0,2,50,6,False,True,Robinsons Appliances
sports central,0,0,0,0,0,0,2,0,48,0,0,0,50,2,False,True,SPORTS CENTRAL
world of fun,0,0,1,0,2,0,0,3,32,0,12,0,50,5,False,True,WORLD OF FUN
picture city,0,9,0,1,0,0,0,15,11,1,12,1,50,7,False,True,Picture City
nailaholics,0,0,0,0,0,0,1,1,48,0,0,0,50,3,False,True,NAILAHOLICS
rulls,0,7,1,0,0,0,0,18,7,1,16,0,50,6,False,True,Rulls
anytime fitness,0,11,2,2,0,7,1,5,21,0,0,0,49,7,False,True,ANYTIME FITNESS
buko express,0,2,1,0,3,1,0,10,22,0,9,0,48,7,False,True,BUKO EXPRESS
brunos barbers,0,15,1,0,0,5,2,5,20,0,0,0,48,6,False,True,BRUNO'S BARBERS
mendrez,0,6,1,0,1,0,0,6,34,0,0,0,48,5,False,True,MENDREZ
broadway gems,2,11,2,0,1,0,0,20,7,2,1,1,47,9,False,True,BROADWAY GEMS
brownies unlimited,0,1,0,1,0,0,0,1,44,0,0,0,47,4,False,True,BROWNIES UNLIMITED
adidas,0,10,1,1,3,5,2,9,16,0,0,0,47,8,False,True,ADIDAS
hey sugar waxing salon,0,12,1,0,0,0,0,1,33,0,0,0,47,4,False,True,HEY SUGAR WAXING SALON
chizmozza,0,5,1,2,0,1,0,14,21,0,2,0,46,7,False,True,CHIZMOZZA
tecno,0,3,0,1,0,0,0,13,23,0,5,0,45,5,False,True,TECNO
cellboy,0,0,0,0,0,0,0,0,43,2,0,0,45,2,False,True,CELLBOY
sunnies studios,1,6,1,0,0,2,1,6,28,0,0,0,45,7,False,True,SUNNIES STUDIOS
memo,0,6,2,0,0,1,1,4,31,0,0,0,45,6,False,True,MEMO
i watch straps batteries center,0,0,0,0,0,0,0,0,45,0,0,0,45,1,False,False,I-WATCH STRAPS BATTERIES CENTER
beauche international,0,2,0,0,0,0,0,5,34,0,4,0,45,4,False,True,BEAUCHE INTERNATIONAL
china bank,0,5,0,0,0,0,0,1,34,0,3,1,44,5,False,True,CHINA BANK
lets face it,0,3,1,0,0,0,0,2,38,0,0,0,44,4,False,True,LETS FACE IT
onesimus,0,5,1,0,0,0,0,7,31,0,0,0,44,4,False,True,ONESIMUS
macbeth,1,0,0,0,0,0,0,6,37,0,0,0,44,3,False,True,MACBETH
datablitz,0,16,1,0,0,2,0,4,20,0,0,0,43,5,False,True,DATABLITZ
silverworks,0,4,0,1,0,1,0,4,33,0,0,0,43,5,False,True,SILVERWORKS
7eleven,3,8,1,0,1,15,0,1,11,0,3,0,43,8,False,True,7-Eleven
moto,0,1,0,0,0,0,0,12,30,0,0,0,43,3,False,True,MOTO
coco fresh tea and juice,0,0,1,0,0,1,0,0,41,0,0,0,43,3,False,True,COCO FRESH TEA AND JUICE
watch republic,1,6,1,0,0,0,1,6,27,0,0,0,42,6,False,True,WATCH REPUBLIC
acer,0,6,1,0,1,0,1,5,28,0,0,0,42,6,False,True,ACER
xundd,0,2,1,0,0,0,0,4,34,0,0,0,41,4,False,True,XUNDD
gq barbershop,0,1,0,1,0,0,0,1,37,0,1,0,41,5,False,True,GQ BARBERSHOP
bagel girl,0,0,0,0,0,0,0,0,41,0,0,0,41,1,False,False,BAGEL GIRL
paras alter station,0,5,0,1,0,1,0,10,24,0,0,0,41,5,False,True,PARAS ALTER STATION
potato giant,0,9,1,0,1,1,0,13,16,0,0,0,41,6,False,True,POTATO GIANT
rest n go,0,7,1,0,0,2,0,6,11,0,7,7,41,7,False,True,REST N GO
robinsons department store,0,3,1,0,0,0,0,37,0,0,0,0,41,3,False,True,Robinsons Department Store
travel club,0,10,1,0,0,2,2,9,17,0,0,0,41,6,False,True,THE TRAVEL CLUB
unisilver time,0,1,0,0,3,0,0,7,27,2,0,0,40,5,False,True,UNISILVER TIME
hap chan,0,12,0,0,0,2,0,8,13,0,5,0,40,5,False,True,HAP CHAN
penshoppe accessories,0,2,0,0,0,0,0,3,35,0,0,0,40,3,False,True,PENSHOPPE ACCESSORIES
giordano,2,6,1,0,0,1,1,3,26,0,0,0,40,7,False,True,GIORDANO
llao llao,0,0,1,0,0,2,0,5,31,0,0,0,39,4,False,True,LLAO LLAO
body shop,1,6,1,0,0,2,0,1,28,0,0,0,39,6,False,True,THE BODY SHOP
expressions,0,2,0,0,2,0,0,7,3,1,23,1,39,7,False,True,Expressions
hush puppies,2,8,1,0,0,4,1,5,18,0,0,0,39,7,False,True,HUSH PUPPIES
vision express,1,9,0,0,0,2,1,4,22,0,0,0,39,6,False,True,VISION EXPRESS
office warehouse,3,4,1,0,0,2,1,5,20,1,1,0,38,9,False,True,OFFICE WAREHOUSE
mustela,0,11,0,0,0,3,1,4,19,0,0,0,38,5,False,True,MUSTELA
zarks burgers,0,0,0,0,0,0,0,1,37,0,0,0,38,2,False,True,ZARKS BURGERS
coffee bean & tea leaf,0,16,2,0,0,7,2,8,2,0,0,0,37,6,False,True,THE COFFEE BEAN & TEA LEAF
burger king,0,5,1,0,1,1,1,2,25,1,0,0,37,8,False,True,BURGER KING
chris sports,0,9,0,0,0,0,1,1,26,0,0,0,37,4,False,True,CHRIS SPORTS
tronix imaging center,0,0,1,0,0,0,0,5,29,0,1,0,36,4,False,True,TRONIX IMAGING CENTER
fonestyle,0,0,1,0,0,2,0,3,29,0,1,0,36,5,False,True,FONESTYLE
toys r us,0,17,1,0,0,3,1,14,0,0,0,0,36,5,False,True,TOYS R US
french baker,0,4,0,0,0,1,0,4,27,0,0,0,36,4,False,True,THE FRENCH BAKER
cebuana lhuillier,0,8,1,1,3,4,0,16,0,1,1,1,36,9,False,True,Cebuana Lhuillier
giligans restaurant,0,5,1,0,0,0,0,0,30,0,0,0,36,3,False,True,GILIGAN'S RESTAURANT
games & gadgets,0,0,0,0,0,0,0,1,35,0,0,0,36,2,False,True,GAMES & GADGETS
buffalos wings n things,0,2,1,0,0,1,1,1,29,0,0,0,35,6,False,True,BUFFALO'S WINGS N' THINGS
davids for rever,0,0,0,0,0,0,0,0,35,0,0,0,35,1,False,False,DAVIDS FOR REVER
mossimo,0,1,1,0,3,0,0,3,27,0,0,0,35,5,False,True,MOSSIMO
timezone,0,21,1,0,0,2,1,5,4,0,1,0,35,7,False,True,TIMEZONE
tobys,0,0,0,0,0,0,0,1,34,0,0,0,35,2,False,True,TOBYS
south star drug,0,0,0,0,0,0,0,33,1,0,0,0,34,2,False,True,South Star Drug
h&m,1,10,1,0,0,1,0,5,16,0,0,0,34,6,False,True,H&M
unica hija,0,4,0,0,0,1,0,13,16,0,0,0,34,4,False,True,UNICA HIJA
tech101,0,4,0,0,0,0,0,3,27,0,0,0,34,3,False,True,TECH101
life four cuts,0,0,1,0,0,2,1,9,21,0,0,0,34,5,False,True,LIFE FOUR CUTS
asus,0,3,0,0,0,0,1,2,28,0,0,0,34,4,False,True,ASUS
bsd international,0,0,0,0,0,0,0,0,34,0,0,0,34,1,False,False,BSD INTERNATIONAL
mia maison,0,0,1,1,0,1,0,3,28,0,0,0,34,5,False,True,MIA MAISON
pickup coffee,0,9,0,0,0,7,0,9,9,0,0,0,34,4,False,True,PICKUP COFFEE
dr kong,0,13,1,0,0,3,2,5,10,0,0,0,34,6,False,True,DR. KONG
casio,0,6,1,0,1,0,0,6,19,0,0,0,33,5,False,True,CASIO
pancake house,0,10,1,1,0,2,1,3,15,0,0,0,33,7,False,True,PANCAKE HOUSE
all about baking,0,0,0,0,0,1,0,4,24,0,4,0,33,4,False,True,ALL ABOUT BAKING
vans,1,11,1,0,1,1,1,9,8,0,0,0,33,8,False,True,VANS
cabalen,0,3,1,0,0,1,0,4,24,0,0,0,33,5,False,True,CABALEN
payless shoesource,0,8,1,0,0,0,0,0,24,0,0,0,33,3,False,True,PAYLESS SHOESOURCE
pepper lunch,0,7,0,2,1,5,0,4,14,0,0,0,33,6,False,True,PEPPER LUNCH
our home,0,0,0,0,0,0,1,0,32,0,0,0,33,2,False,True,OUR HOME
bisen,2,0,1,0,0,0,0,0,30,0,0,0,33,3,False,True,BISEN
booksale,1,1,0,0,0,0,0,8,21,1,1,0,33,6,False,True,BOOKSALE
sm foodcourt,0,0,0,0,0,0,0,0,33,0,0,0,33,1,False,False,SM FOODCOURT
chingu buko house,0,4,0,0,1,0,0,10,12,0,4,1,32,6,False,True,CHINGU BUKO HOUSE
national book store,0,0,0,1,0,0,0,31,0,0,0,0,32,2,False,True,National Book Store
quickly,0,4,0,0,0,0,1,6,21,0,0,0,32,4,False,True,QUICKLY
robinsons movieworld,0,0,0,0,0,0,0,32,0,0,0,0,32,1,False,False,ROBINSONS MOVIEWORLD
j co donuts coffee,0,0,0,0,0,0,0,0,32,0,0,0,32,1,False,False,J CO DONUTS COFFEE
bench body,2,0,0,0,0,0,0,0,28,1,1,0,32,4,False,True,BENCH BODY
scents co,0,10,0,1,1,0,0,13,6,0,0,0,31,5,False,True,THE SCENTS CO.
beautederm,0,3,0,0,0,0,0,6,22,0,0,0,31,3,False,True,BEAUTEDERM
healthy options,0,13,1,0,0,2,1,1,13,0,0,0,31,6,False,True,HEALTHY OPTIONS
imono,2,0,1,2,0,1,0,4,21,0,0,0,31,6,False,True,IMONO
ramen kuroda,0,6,1,0,0,4,0,2,18,0,0,0,31,5,False,True,RAMEN KURODA
gerrys grill,0,11,1,1,0,3,1,14,0,0,0,0,31,6,False,True,Gerry's Grill
converse,1,12,1,0,3,4,1,7,2,0,0,0,31,8,False,True,Converse
gerrys restaurant,0,0,0,0,0,0,0,0,31,0,0,0,31,1,False,False,GERRY'S RESTAURANT
fully booked,1,9,0,0,0,1,1,0,19,0,0,0,31,5,False,True,FULLY BOOKED
kidzooona,0,4,0,0,0,0,0,4,22,0,0,0,30,3,False,True,KIDZOOONA
banh mi kitchen,0,4,0,1,0,3,0,1,21,0,0,0,30,5,False,True,BANH MI KITCHEN
yellow cab,0,6,0,1,0,1,0,1,21,0,0,0,30,5,False,True,YELLOW CAB
happy skin,1,7,1,0,0,2,0,3,16,0,0,0,30,6,False,True,HAPPY SKIN
alibaba,0,0,1,0,1,0,0,2,23,0,3,0,30,5,False,True,ALIBABA
asprey time,0,0,0,0,0,0,0,0,30,0,0,0,30,1,False,False,ASPREY TIME
anker,0,5,0,0,1,4,1,2,17,0,0,0,30,6,False,True,ANKER
sumo niku unlimited japanese barbeque,0,4,0,0,0,0,0,0,26,0,0,0,30,2,False,True,SUMO NIKU UNLIMITED JAPANESE BARBEQUE
robinsons bank,0,0,0,0,0,0,0,29,0,0,0,1,30,2,False,True,Robinsons Bank
coffee bean tea leaf,0,0,0,0,0,0,0,0,30,0,0,0,30,1,False,False,THE COFFEE BEAN TEA LEAF
vibes massage,0,0,1,0,0,0,0,10,18,1,0,0,30,4,False,True,VIBES MASSAGE
tokyo,0,8,1,0,0,5,2,6,7,0,0,0,29,6,False,True,@TOKYO
lenovo,0,3,1,0,0,0,1,3,21,0,0,0,29,5,False,True,LENOVO
sbarro,0,5,1,1,0,2,2,3,15,0,0,0,29,7,False,True,SBARRO
happy brows,0,7,0,0,0,1,0,3,18,0,0,0,29,4,False,True,HAPPY BROWS
gubys chicharon espesyal,0,0,0,0,0,0,0,0,29,0,0,0,29,1,False,False,GUBY'S CHICHARON ESPESYAL
mesa,0,9,1,1,0,2,1,3,12,0,0,0,29,7,False,True,MESA
bench fix salon,0,0,0,0,0,0,0,3,26,0,0,0,29,2,False,True,BENCH FIX SALON
paotsin,0,4,0,1,0,4,0,15,0,1,4,0,29,6,False,True,Paotsin
aldo,0,11,0,0,0,3,1,2,12,0,0,0,29,5,False,True,ALDO
pan de manila,0,3,1,0,0,9,0,6,9,0,1,0,29,6,False,True,Pan De Manila
serenitea,0,6,0,0,0,3,2,4,13,0,0,0,28,5,False,True,SERENITEA
medical city clinic,0,6,1,1,0,0,0,0,20,0,0,0,28,4,False,True,THE MEDICAL CITY CLINIC
bioessence,1,3,0,0,0,1,1,2,20,0,0,0,28,6,False,True,BIOESSENCE
johnn lemon,0,3,0,1,0,2,0,8,14,0,0,0,28,5,False,True,JOHNN LEMON
mesa filipino moderne,0,0,0,0,0,0,0,0,28,0,0,0,28,1,False,False,MESA FILIPINO MODERNE
s&r new york style pizza,0,8,1,0,0,0,0,7,12,0,0,0,28,4,False,True,S&R NEW YORK STYLE PIZZA
sm hypermarket,0,0,0,0,0,1,0,0,27,0,0,0,28,2,False,True,SM HYPERMARKET
ramen nagi,0,7,1,0,0,1,2,5,12,0,0,0,28,6,False,True,RAMEN NAGI
buko ni fruitas,0,3,1,1,0,1,0,3,19,0,0,0,28,6,False,True,BUKO NI FRUITAS
jamaican patties,0,0,0,0,0,0,0,0,27,0,0,0,27,1,False,False,JAMAICAN PATTIES
alfamart,0,0,0,0,0,1,1,0,24,0,1,0,27,4,False,True,ALFAMART
avocadoria,0,0,1,2,0,3,2,19,0,0,0,0,27,5,False,True,Avocadoria
tecno mobile,0,0,0,0,0,0,0,1,26,0,0,0,27,2,False,True,TECNO MOBILE
blade,0,0,1,0,1,2,1,5,17,0,0,0,27,6,False,True,BLADE
coco fresh tea & juice,0,13,0,1,0,8,2,3,0,0,0,0,27,5,False,True,COCO FRESH TEA & JUICE
human,1,2,0,0,0,0,0,2,20,0,1,1,27,6,False,True,HUMAN
mary grace,0,4,0,0,0,7,2,6,6,0,2,0,27,6,False,True,Mary Grace
miguelitos ice cream,0,2,2,0,0,1,0,13,6,0,1,2,27,7,False,True,MIGUELITOS ICE CREAM
2go,0,2,0,0,1,0,1,1,22,0,0,0,27,5,False,True,2GO
asianic,0,1,1,0,0,0,0,0,23,0,1,0,26,4,False,True,ASIANIC
famous belgian waffle,0,0,1,1,4,4,0,14,0,0,0,2,26,6,False,True,Famous Belgian Waffle
techno kid,0,0,0,0,0,0,0,0,26,0,0,0,26,1,False,False,TECHNO KID
denim hub,0,5,1,0,0,2,0,11,7,0,0,0,26,5,False,True,DENIM HUB
kyu kyu ramen 99,0,0,0,0,0,0,0,3,23,0,0,0,26,2,False,True,KYU KYU RAMEN 99
fruity lemons,0,0,0,0,0,0,0,0,24,0,2,0,26,2,False,True,FRUITY LEMONS
jockey,2,13,1,0,0,0,0,5,4,1,0,0,26,6,False,True,JOCKEY
sizzling plate,0,0,0,0,0,0,0,0,26,0,0,0,26,1,False,False,SIZZLING PLATE
spyder,0,0,1,0,0,0,0,3,22,0,0,0,26,3,False,True,SPYDER
handyman do it best,0,8,0,0,0,0,0,18,0,0,0,0,26,2,False,True,Handyman Do It Best
alter to fit,0,0,0,0,0,1,0,0,24,0,1,0,26,3,False,True,ALTER TO FIT
guanzon mobitek,0,0,0,0,0,0,0,5,17,1,2,0,25,4,False,True,GUANZON MOBITEK
popeyes,0,0,1,0,0,5,1,2,16,0,0,0,25,5,False,True,POPEYES
freshaire,0,0,1,0,0,0,0,0,23,0,1,0,25,3,False,True,FRESHAIRE
res toe run,1,10,1,0,0,0,0,11,2,0,0,0,25,5,False,True,Res Toe Run
blk 513,0,5,1,0,0,2,0,3,14,0,0,0,25,5,False,True,BLK 513
infinitea,0,1,0,0,1,0,0,9,13,1,0,0,25,5,False,True,INFINITEA
a 1 driving,0,0,0,0,0,2,0,0,23,0,0,0,25,2,False,True,A-1 DRIVING
blk cosmetics,1,7,1,0,0,2,0,2,12,0,0,0,25,6,False,True,BLK COSMETICS
itel mobile,0,0,1,0,0,0,0,0,23,1,0,0,25,3,False,True,ITEL MOBILE
jbl,0,3,1,0,0,0,0,3,18,0,0,0,25,4,False,True,JBL
new balance,1,9,1,0,0,5,1,5,3,0,0,0,25,7,False,True,NEW BALANCE
romantic baboy,0,5,2,0,0,2,0,5,11,0,0,0,25,5,False,True,ROMANTIC BABOY
love link,0,1,0,0,0,0,0,1,23,0,0,0,25,3,False,True,LOVE LINK
jg salo,0,0,0,0,0,0,0,0,24,0,0,0,24,1,False,False,JG SALO
wendys,0,1,1,2,0,3,1,2,14,0,0,0,24,7,False,True,WENDYS
bdo atm,0,0,0,0,1,12,0,3,6,1,1,0,24,6,False,True,BDO ATM
cotton on,0,6,1,1,0,1,0,0,15,0,0,0,24,5,False,True,COTTON ON
pandora,1,6,1,0,0,2,1,2,11,0,0,0,24,7,False,True,PANDORA
time depot,0,0,0,1,0,0,0,2,21,0,0,0,24,3,False,True,TIME DEPOT
lto,0,0,0,1,1,7,0,7,7,0,0,1,24,6,False,True,LTO
siomai king,0,3,0,0,2,1,0,13,3,0,0,2,24,6,False,True,SIOMAI KING
mango,1,10,0,0,0,3,0,2,8,0,0,0,24,5,False,True,MANGO
parfois,1,6,1,0,0,0,1,2,13,0,0,0,24,6,False,True,PARFOIS
stormtech,0,1,0,0,0,0,0,8,15,0,0,0,24,3,False,True,STORMTECH
italiannis,0,12,1,0,0,5,1,1,4,0,0,0,24,6,False,True,ITALIANNI'S
toy kingdom,0,0,1,1,0,0,1,0,21,0,0,0,24,4,False,True,TOY KINGDOM
blue magic,1,0,1,0,0,0,0,1,21,0,0,0,24,4,False,True,BLUE MAGIC
straightforward,1,10,0,0,0,1,0,1,11,0,0,0,24,5,False,True,STRAIGHTFORWARD
gingersnaps,0,6,0,0,0,2,0,2,14,0,0,0,24,4,False,True,GINGERSNAPS
mumuso,1,11,0,2,0,4,0,2,0,3,0,0,23,6,False,True,MUMUSO
remax,0,2,0,2,2,0,0,1,16,0,0,0,23,5,False,True,REMAX
speedo,1,11,0,0,0,2,0,2,7,0,0,0,23,5,False,True,SPEEDO
dhl,0,0,0,0,0,2,1,4,16,0,0,0,23,4,False,True,DHL
bos coffee,0,4,0,0,0,1,1,5,12,0,0,0,23,5,False,True,BO'S COFFEE
razons of guagua,0,2,0,0,0,0,0,3,18,0,0,0,23,3,False,True,RAZONS OF GUAGUA
brow lounge eyebrow grooming and waxing salon,0,0,0,0,0,0,0,0,23,0,0,0,23,1,False,False,BROW LOUNGE EYEBROW GROOMING AND WAXING SALON
dji,0,2,1,0,0,0,0,2,18,0,0,0,23,4,False,True,DJI
xiaomi,0,4,1,2,0,0,1,9,2,1,3,0,23,8,False,True,XIAOMI
memoxpress,0,8,0,0,0,0,0,15,0,0,0,0,23,2,False,True,Memoxpress
popperoo,0,0,0,0,1,0,0,2,20,0,0,0,23,3,False,True,POPPEROO
kamiseta,0,4,0,0,2,0,1,3,13,0,0,0,23,5,False,True,KAMISETA
mang binatog,0,1,0,0,0,0,0,5,16,0,0,0,22,3,False,True,MANG BINATOG
kids paradise,0,4,0,2,0,0,0,9,7,0,0,0,22,4,False,True,KIDS PARADISE
oakley,0,4,1,0,0,1,1,0,15,0,0,0,22,5,False,True,OAKLEY
planet sports,1,10,1,0,0,3,0,7,0,0,0,0,22,5,False,True,PLANET SPORTS
motoworld,0,3,1,0,0,0,0,1,17,0,0,0,22,4,False,True,MOTOWORLD
ideal vision,1,0,2,1,1,0,1,12,0,0,4,0,22,7,False,True,Ideal Vision
at tokyo,0,0,0,0,0,0,0,0,22,0,0,0,22,1,False,False,AT TOKYO
pet express,0,0,1,0,0,0,2,0,19,0,0,0,22,3,False,True,PET EXPRESS
zus coffee,0,0,1,0,0,3,1,10,7,0,0,0,22,5,False,True,ZUS COFFEE
samgyeopmasarap,0,0,0,0,0,0,0,0,22,0,0,0,22,1,False,False,SAMGYEOPMASARAP
muhlach ensaymada,0,1,0,1,0,0,0,3,17,0,0,0,22,4,False,True,MUHLACH ENSAYMADA
karat world,0,4,0,0,0,0,0,4,13,0,0,0,21,3,False,True,KARAT WORLD
marugame udon udon tempura,0,0,0,0,0,0,0,0,21,0,0,0,21,1,False,False,MARUGAME UDON UDON TEMPURA
thirsty,0,0,0,0,0,1,0,9,11,0,0,0,21,3,False,True,THIRSTY
lac nutrition for life,0,7,1,0,0,0,0,3,10,0,0,0,21,4,False,True,LAC NUTRITION FOR LIFE
rrj mr lee,0,2,0,0,0,0,0,17,0,1,0,1,21,4,False,True,RRJ/Mr. Lee
watch central,0,0,0,0,0,0,0,8,13,0,0,0,21,2,False,True,WATCH CENTRAL
pepa wings,0,3,0,0,0,1,0,5,12,0,0,0,21,4,False,True,PEPA WINGS
shoe salon,1,13,0,0,0,2,1,2,2,0,0,0,21,6,False,True,SHOE SALON
awei,0,0,1,0,0,0,0,0,20,0,0,0,21,2,False,True,AWEI
takoyadon,0,0,0,0,0,1,0,6,14,0,0,0,21,3,False,True,TAKOYADON
bratpack,1,8,0,0,0,0,1,7,4,0,0,0,21,5,False,True,BRATPACK
